Username,Review Number,Title,Text,Date,Rating,Rating,Rating,Rating,Rating
Jordan B,15 reviews,This place is top-shelf!,"Well well well. What can I say? I was out for a stroll in Rome and had so much pizza I couldn't stand the sight of it. So I saw 'Irish Pub' on the sign, screamed ""TANK YOU JEYSUS!"" and ran inside. 
Mark was my...More",Date of visit: October 2020,5,,,,
philvania,126 reviews,Nice place for a night out.,"An English speaking pub in the heart of Rome, a stones throw from Piazza Venezia and Piazza Navona this really was a pleasant surprise Fish n Chips and a Pint of Guinness in a warm friendly atmosphere. Highly recommended.",Date of visit: October 2020,5,,,,
lizzy2mellow,27 reviews,Yuk.,After a long days sightseeing we just wanted some nice hearty home style grub. It's your typical dark pub. We were alright with the decor but it's not really all that Irish. We were served by a lad with an Irish accent but I think...More,Date of visit: October 2020,,,,2,
386emilieh,2 reviews,Not very Irish!,"We had stumbled across Scholar’s Lounge on a previous visit to Rome and it seemed to have everything...
What a shock it was, then, to return to Scholar’s and find a near unrecognisable place. We fully appreciate the unprecedented times we are in, but that...More",Date of visit: October 2020,,,,,1
Liam P,6 reviews,Don’t bother - overpriced / rude service,"Unless you are dying for a Guinness or a bottle of Magners and are prepared to fork out €8 for one I wouldn’t bother.
They are unnecessarily strict about Covid, I wasn’t allowed to sit next to my own friend that I entered with at...More",Date of visit: October 2020,,,,,1
kmaughan87,27 reviews,"Poor service, poor atmosphere",We went here to watch a live Premier League game. It is reliable that they will show games from all the top leagues and they have multiple screens throughout to cater for it. There was a Roma game on at the same time so the...More,Date of visit: October 2020,,,,2,
305lewisg,2 reviews,Disgrace,Charged for vodka coke 12€ plus vodka 18€ as double which does not add up. Tourist scam would recommend you avoid,Date of visit: October 2020,,,,,1
saiyanassasino,1 review,Alle Wege führen nach Rom,"Awesome pup like it has to be! So it's literally like you're teleporting to Ireland and leaving Italy for a beer!
Waitress Anita was very nice with great English skills! I really appreciated her service",Date of visit: October 2020,5,,,,
bekahh1997,14 reviews,"Wouldn’t bother, disappointing","We stopped off here for some quick lunch and were extremely disappointed. We weren’t welcomed by any staff, they were quite rude and unfriendly. This doesn’t have any qualities of an Irish bar, no Irish music or feel to it. Food was rubbish, drinks were...More",Date of visit: September 2020,,,,2,
Thiudareiks,1 review,Rude Waitors,Waitors acting rude and unfriendly and having issues with guests enyojing their stay. the pub per se is nice with a nice menu,Date of visit: September 2020,,,3,,
LukeLeeds94,33 reviews,Just average nothing special,"Just average nothing special, service not that great, no one welcomed us on arrival and not very friendly. drinks were flat (coke and sprite) two of us got chicken wraps and they are not sealed at the bottom so everything just falls out. Two got...More",Date of visit: September 2020,,,3,,
Bruno1207,79 reviews,"Great little bar, decent pint","Great little bar, decent pint of Guinness and great choice of lagers and cider. Friendly staff,  great atmosphere",Date of visit: September 2020,5,,,,
davidgA9684HC,38 reviews,Nice Bar but Average Food,"A nice place to escape the heat of Rome, your typical Irish bar layout. Drinks were a bit on the expensive side we found. €7 for a pint of beer, €5 for a large coke. Food was very average. Frozen pizzas and burgers, you pay...More",Date of visit: September 2020,,,3,,
Danny M,89 reviews,Great place for all.,"We stayed in Rome for a week a visited here a couple of times. The place is great as are the drinks, food and staff. Highly recommend you call in.",Date of visit: August 2020,5,,,,
yellowled,3 reviews,We came for a drink and a,"We came for a drink and a quick snack. The drinks were good, but to be honest they had a nerve serving the pizza they did, it was raw and tasted of cardboard. Also, they were not at all friendly. If you want just a...More",Date of visit: August 2020,,,,2,
Lisa S,4 reviews,Mark M. is the best!,"If I had a pub I would want Mark to work with me.  It's obvious he takes pride in what he does. Thoroughly enjoyed his hospitality and the Guinness.  
A shout out to Lisa too!",Date of visit: August 2020,5,,,,
ChanceB80,1 review,July 4th weekend in Rome 2020,Met Mark at scholars lounge. Kindred spirit and made our meal turn into an extended visit. Spent a few hours visiting and enjoying the atmosphere. Went out of his way to meet out dietary requests. (Awesome fish & chips),Date of visit: July 2020,5,,,,
X8419GGpetrk,1 review,Paradise,They safe my life after long day of march in the  hot summer day in Rome. With my best friend we enjoy it.,Date of visit: July 2020,5,,,,
waynodinho,2 reviews,"Well, if this was genuinely","Well, if this was genuinely voted the best Irish bar in “the world” then I’ll be very interested in Knowing why.. my experience was disappointing to say the least... considering the majority of the clients seemed way under the influences of something other than alcohol.....More",Date of visit: July 2020,,,,,1
Maria L,6 reviews,Amazing service by Mark and delicious food.,"Our server Mark is one of a kind! He is very welcoming and accommodating, we was very attentive to our needs.the food was great too just like always.",Date of visit: June 2020,5,,,,
MarcW2515,98 reviews,We stumbled on Scholar’s Pub,"We stumbled on Scholar’s Pub when walking from one sight to another on a hot June day. We decided it would be a good place to stop in and cool off with a beer. After 3 days of wine or Moretti, it was great to...More",Date of visit: June 2019,,4,,,
Danielle M,3 reviews,never go again,"Went into this bar a few times in one day. Was abruptly served , came back later and they refused to serve me a drink , just water. Absolutely no atmosphere , disappointed. Only giving 2 stars because my dad enjoyed his food so much.",Date of visit: March 2020,,,,2,
JamesN1620,18 reviews,Great place,Just brilliant bar in the middle of Rome close to the main attractions. After the huge climb up St Peters Dome this was perfect.,Date of visit: March 2020,,4,,,
Commited_Traveller,448 reviews,Beautiful Irish pub in Rome.,Beautiful Irish pub in Rome.  Popped in here for a cold beer during our trip to Rome. Lovely atmosphere and friendly staff.,Date of visit: February 2020,5,,,,
Etxeff,11 reviews,"Rudely treated,","We were unkindly treated, more than 10 rugby fans arrived earlier weren’t be able to watch 6 nations match due to local guys that arrived later and wanted to watch a soccer game, even if they had a huge tv to watch it beside them....More",Date of visit: February 2020,,,,2,
gkw09,"2,170 reviews",We stopped at Scholars Lounge,"We stopped at Scholars Lounge in the very early hours of the morning for a round. It was about 02:00 – 03:00 but the bars were still open, live music and karaoke were still in full swing and a fair amount of people were there...More",Date of visit: February 2020,,,3,,
Lesleyandy3,4 reviews,Irish Gem,"Great atmosphere, fab selection of drink , food first class and the whole day made special by the entertaining , helpful and knowledgeable barman Mark .... will definitely be back!",Date of visit: February 2020,5,,,,
LukasVarnauskas,12 reviews,Perfect,"It's been five years now that I'm coming to this pub and I have to say that It has to be the best pub in Rome. The service is 
amazing, the staff is awesome, food is very good (and the best nachos I've ever had)!...More",Date of visit: February 2020,5,,,,
110noahm,1 review,Scholars,"Scholars is the best bar in Rome, if you want to have a great time Monday- Sunday, this is the place to go. Larry and Lisa are above and beyond great. The whole place makes you happy. Would recommend to my closest friend or family....More",Date of visit: February 2020,5,,,,
Morrittaja,21 reviews,The meeting point of English-speaking populace,"Very packed, even on this February Tuesday. High noice level. Music non-deciprehable. 12 different drafts too choose from. A different part for karaoke. It's super-loud though. A long queue to sing. Twice they had some fidgeting about the queue in the first 15 minutes, too....More",Date of visit: February 2020,,4,,,
471aber,2 reviews,Excellent dinner,"Wide choice of dinner and beers
Whole room full of screens with all sports for everyone!
Came here twice this week, service is excellent very friendly and well speaking crew.
They don’t come too many times to your table which is nice",Date of visit: February 2020,5,,,,
